기준일자,주요국가대륙명,국가명,목적구분,인원,전년동기,증감률
202503,유럽,스웨덴,유학연수,18.0,19.0,-5.3
202503,유럽,스웨덴,기타,104.0,128.0,-18.8
202503,유럽,스웨덴,전체,1888.0,1887.0,0.1
202503,유럽,폴란드,관광,4056.0,2669.0,52.0
202503,유럽,폴란드,상용,5.0,10.0,-50.0
202503,유럽,폴란드,공용,19.0,3.0,533.3
202503,유럽,폴란드,유학연수,31.0,18.0,72.2
202503,유럽,폴란드,기타,871.0,671.0,29.8
202503,유럽,폴란드,전체,4982.0,3371.0,47.8
202503,유럽,스위스,관광,2082.0,2496.0,-16.6
202503,유럽,스위스,상용,4.0,6.0,-33.3
202503,유럽,스위스,공용,2.0,1.0,100.0
202503,유럽,스위스,유학연수,26.0,24.0,8.3
202503,유럽,스위스,기타,196.0,126.0,55.6
202503,유럽,스위스,전체,2310.0,2653.0,-12.9
202503,유럽,포르투갈,관광,1175.0,1234.0,-4.8
202503,유럽,포르투갈,상용,10.0,7.0,42.9
202503,유럽,포르투갈,공용,4.0,5.0,-20.0
202503,유럽,포르투갈,유학연수,9.0,1.0,800.0
202503,유럽,포르투갈,기타,168.0,132.0,27.3
202503,유럽,포르투갈,전체,1366.0,1379.0,-0.9
202503,유럽,오스트리아,관광,1279.0,1407.0,-9.1
202503,유럽,오스트리아,상용,5.0,6.0,-16.7
202503,유럽,오스트리아,공용,1.0,4.0,-75.0
202503,유럽,오스트리아,유학연수,10.0,12.0,-16.7
202503,유럽,오스트리아,기타,199.0,213.0,-6.6
202503,유럽,오스트리아,전체,1494.0,1642.0,-9.0
202503,유럽,핀란드,관광,936.0,978.0,-4.3
202503,유럽,핀란드,상용,13.0,8.0,62.5
202503,유럽,핀란드,공용,0.0,0.0,0.0
202503,유럽,핀란드,유학연수,19.0,16.0,18.8
202503,유럽,핀란드,기타,315.0,307.0,2.6
202503,유럽,핀란드,전체,1283.0,1309.0,-2.0
202503,유럽,벨기에,관광,1342.0,1439.0,-6.7
202503,유럽,벨기에,상용,20.0,17.0,17.6
202503,유럽,벨기에,공용,2.0,7.0,-71.4
202503,유럽,벨기에,유학연수,18.0,10.0,80.0
202503,유럽,벨기에,기타,183.0,139.0,31.7
202503,유럽,벨기에,전체,1565.0,1612.0,-2.9
202503,유럽,크로아티아,관광,313.0,360.0,-13.1
202503,유럽,크로아티아,상용,3.0,4.0,-25.0
202503,유럽,크로아티아,공용,0.0,0.0,0.0
202503,유럽,크로아티아,유학연수,1.0,2.0,-50.0
202503,유럽,크로아티아,기타,237.0,332.0,-28.6
202503,유럽,크로아티아,전체,554.0,698.0,-20.6
202503,유럽,그리스,관광,924.0,840.0,10.0
202503,유럽,그리스,상용,15.0,8.0,87.5
202503,유럽,그리스,공용,2.0,2.0,0.0
202503,유럽,그리스,유학연수,2.0,3.0,-33.3
202503,유럽,그리스,기타,257.0,243.0,5.8
202503,유럽,그리스,전체,1200.0,1096.0,9.5
202503,유럽,불가리아,관광,780.0,739.0,5.5
202503,유럽,불가리아,상용,1.0,1.0,0.0
202503,유럽,불가리아,공용,2.0,0.0,0.0
202503,유럽,불가리아,유학연수,8.0,0.0,0.0
202503,유럽,불가리아,기타,158.0,247.0,-36.0
202503,유럽,불가리아,전체,949.0,987.0,-3.9
202503,유럽,덴마크,관광,1277.0,1571.0,-18.7
202503,유럽,덴마크,상용,21.0,22.0,-4.5
202503,유럽,덴마크,공용,4.0,1.0,300.0
202503,유럽,덴마크,유학연수,10.0,6.0,66.7
202503,유럽,덴마크,기타,91.0,112.0,-18.8
202503,유럽,덴마크,전체,1403.0,1712.0,-18.0
202503,유럽,아일랜드,관광,1114.0,1183.0,-5.8
202503,유럽,아일랜드,상용,2.0,3.0,-33.3
202503,유럽,아일랜드,공용,0.0,1.0,-100.0
202503,유럽,아일랜드,유학연수,7.0,4.0,75.0
202503,유럽,아일랜드,기타,101.0,88.0,14.8
202503,유럽,아일랜드,전체,1224.0,1279.0,-4.3
202503,유럽,기타,관광,4228.0,4173.0,1.3
202503,유럽,기타,상용,38.0,49.0,-22.4
202503,유럽,기타,공용,20.0,30.0,-33.3
202503,유럽,기타,유학연수,87.0,70.0,24.3
202503,유럽,기타,기타,1028.0,1108.0,-7.2
202503,유럽,기타,전체,5401.0,5430.0,-0.5
202503,오세아니아,연도대륙,관광,21952.0,24440.0,-10.2
202503,오세아니아,연도대륙,상용,76.0,62.0,22.6
202503,오세아니아,연도대륙,공용,60.0,44.0,36.4
202503,오세아니아,연도대륙,유학연수,24.0,14.0,71.4
202503,오세아니아,연도대륙,기타,2705.0,2478.0,9.2
202503,오세아니아,연도대륙,전체,24817.0,27038.0,-8.2
202503,오세아니아,호주,관광,18595.0,21056.0,-11.7
202503,오세아니아,호주,상용,62.0,53.0,17.0
202503,오세아니아,호주,공용,55.0,40.0,37.5
202503,오세아니아,호주,유학연수,15.0,10.0,50.0
202503,오세아니아,호주,기타,1847.0,1712.0,7.9
202503,오세아니아,호주,전체,20574.0,22871.0,-10.0
202503,오세아니아,뉴질랜드,관광,3195.0,3273.0,-2.4
202503,오세아니아,뉴질랜드,상용,13.0,9.0,44.4
202503,오세아니아,뉴질랜드,공용,3.0,3.0,0.0
202503,오세아니아,뉴질랜드,유학연수,3.0,3.0,0.0
202503,오세아니아,뉴질랜드,기타,788.0,678.0,16.2
202503,오세아니아,뉴질랜드,전체,4002.0,3966.0,0.9
202503,오세아니아,기타,관광,162.0,111.0,45.9
202503,오세아니아,기타,상용,1.0,0.0,0.0
202503,오세아니아,기타,공용,2.0,1.0,100.0
202503,오세아니아,기타,유학연수,6.0,1.0,500.0
202503,오세아니아,기타,기타,70.0,88.0,-20.5
202503,오세아니아,기타,전체,241.0,201.0,19.9
202503,아프리카,연도대륙,관광,1446.0,1471.0,-1.7
202503,아프리카,연도대륙,상용,288.0,346.0,-16.8
202503,아프리카,연도대륙,공용,72.0,57.0,26.3
202503,아프리카,연도대륙,유학연수,353.0,305.0,15.7
202503,아프리카,연도대륙,기타,3129.0,3118.0,0.4
202503,아프리카,연도대륙,전체,5288.0,5297.0,-0.2
202503,아프리카,남아프리카공화국,관광,506.0,590.0,-14.2
202503,아프리카,남아프리카공화국,상용,3.0,3.0,0.0
202503,아프리카,남아프리카공화국,공용,1.0,4.0,-75.0
202503,아프리카,남아프리카공화국,유학연수,6.0,6.0,0.0
202503,아프리카,남아프리카공화국,기타,792.0,753.0,5.2
202503,아프리카,남아프리카공화국,전체,1308.0,1356.0,-3.5
202503,아프리카,기타,관광,940.0,881.0,6.7
202503,아프리카,기타,상용,285.0,343.0,-16.9
202503,아프리카,기타,공용,71.0,53.0,34.0
202503,아프리카,기타,유학연수,347.0,299.0,16.1
202503,아프리카,기타,기타,2337.0,2365.0,-1.2
202503,아프리카,기타,전체,3980.0,3941.0,1.0
202503,기타,연도대륙,관광,16.0,9.0,77.8
202503,기타,연도대륙,상용,1.0,0.0,0.0
202503,기타,연도대륙,공용,0.0,0.0,0.0
202503,기타,연도대륙,유학연수,0.0,0.0,0.0
202503,기타,연도대륙,기타,9.0,4.0,125.0
202503,기타,연도대륙,전체,26.0,13.0,100.0
202503,기타,기타,관광,16.0,9.0,77.8
202503,기타,기타,상용,1.0,0.0,0.0
202503,기타,기타,공용,0.0,0.0,0.0
202503,기타,기타,유학연수,0.0,0.0,0.0
202503,기타,기타,기타,9.0,4.0,125.0
202503,기타,기타,전체,26.0,13.0,100.0
202503,교포,연도대륙,관광,0.0,0.0,0.0
202503,교포,연도대륙,상용,0.0,0.0,0.0
202503,교포,연도대륙,공용,0.0,0.0,0.0
202503,교포,연도대륙,유학연수,0.0,0.0,0.0
202503,교포,연도대륙,기타,2506.0,3383.0,-25.9
202503,교포,연도대륙,전체,2506.0,3383.0,-25.9
202503,교포,교포,관광,0.0,0.0,0.0
202503,교포,교포,상용,0.0,0.0,0.0
202503,교포,교포,공용,0.0,0.0,0.0
202503,교포,교포,유학연수,0.0,0.0,0.0
202503,교포,교포,기타,2506.0,3383.0,-25.9
202503,교포,교포,전체,2506.0,3383.0,-25.9
202504,대륙전체,연도,관광,1450274.0,1233368.0,17.6
202504,대륙전체,연도,상용,11723.0,11611.0,1.0
202504,대륙전체,연도,공용,6989.0,5520.0,26.6
202504,대륙전체,연도,유학연수,16554.0,14084.0,17.5
202504,대륙전체,연도,기타,221573.0,198214.0,11.8
202504,대륙전체,연도,전체,1707113.0,1462797.0,16.7
202504,아시아,연도대륙,관광,1086465.0,957604.0,13.5
202504,아시아,연도대륙,상용,9988.0,9984.0,0.0
202504,아시아,연도대륙,공용,2203.0,2343.0,-6.0
202504,아시아,연도대륙,유학연수,15523.0,13224.0,17.4
202504,아시아,연도대륙,기타,165503.0,145436.0,13.8
202504,아시아,연도대륙,전체,1279682.0,1128591.0,13.4
202504,아시아,중국,관광,378953.0,351071.0,7.9
202504,아시아,중국,상용,3770.0,3614.0,4.3
202504,아시아,중국,공용,377.0,430.0,-12.3
202504,아시아,중국,유학연수,11835.0,10150.0,16.6
202504,아시아,중국,기타,48295.0,46066.0,4.8
202504,아시아,중국,전체,443230.0,411331.0,7.8
202504,아시아,일본,관광,252679.0,225182.0,12.2
202504,아시아,일본,상용,958.0,902.0,6.2
202504,아시아,일본,공용,168.0,132.0,27.3
202504,아시아,일본,유학연수,375.0,300.0,25.0
202504,아시아,일본,기타,3723.0,2736.0,36.1
202504,아시아,일본,전체,257903.0,229252.0,12.5
202504,아시아,대만,관광,150603.0,116752.0,29.0
202504,아시아,대만,상용,100.0,74.0,35.1
202504,아시아,대만,공용,11.0,20.0,-45.0
202504,아시아,대만,유학연수,213.0,147.0,44.9
202504,아시아,대만,기타,686.0,613.0,11.9
202504,아시아,대만,전체,151613.0,117606.0,28.9
202504,아시아,홍콩,관광,64140.0,42209.0,52.0
202504,아시아,홍콩,상용,59.0,40.0,47.5
202504,아시아,홍콩,공용,4.0,1.0,300.0
202504,아시아,홍콩,유학연수,101.0,104.0,-2.9
202504,아시아,홍콩,기타,287.0,300.0,-4.3
202504,아시아,홍콩,전체,64591.0,42654.0,51.4
202504,아시아,마카오,관광,3139.0,2736.0,14.7
202504,아시아,마카오,상용,9.0,5.0,80.0
202504,아시아,마카오,공용,0.0,0.0,0.0
202504,아시아,마카오,유학연수,15.0,13.0,15.4
202504,아시아,마카오,기타,66.0,43.0,53.5
202504,아시아,마카오,전체,3229.0,2797.0,15.4
202504,아시아,필리핀,관광,40452.0,27012.0,49.8
202504,아시아,필리핀,상용,555.0,518.0,7.1
202504,아시아,필리핀,공용,212.0,133.0,59.4
202504,아시아,필리핀,유학연수,47.0,51.0,-7.8
202504,아시아,필리핀,기타,28127.0,22931.0,22.7
202504,아시아,필리핀,전체,69393.0,50645.0,37.0
202504,아시아,인도네시아,관광,20200.0,23677.0,-14.7
202504,아시아,인도네시아,상용,224.0,254.0,-11.8
202504,아시아,인도네시아,공용,136.0,170.0,-20.0
202504,아시아,인도네시아,유학연수,115.0,102.0,12.7
202504,아시아,인도네시아,기타,15905.0,14721.0,8.0
202504,아시아,인도네시아,전체,36580.0,38924.0,-6.0
202504,아시아,태국,관광,35589.0,38540.0,-7.7
202504,아시아,태국,상용,99.0,109.0,-9.2
202504,아시아,태국,공용,363.0,388.0,-6.4
202504,아시아,태국,유학연수,77.0,56.0,37.5
202504,아시아,태국,기타,4561.0,3981.0,14.6
202504,아시아,태국,전체,40689.0,43074.0,-5.5
202504,아시아,베트남,관광,28853.0,34213.0,-15.7
202504,아시아,베트남,상용,317.0,355.0,-10.7
202504,아시아,베트남,공용,142.0,224.0,-36.6
202504,아시아,베트남,유학연수,1452.0,1284.0,13.1
202504,아시아,베트남,기타,22028.0,17262.0,27.6
202504,아시아,베트남,전체,52792.0,53338.0,-1.0
202504,아시아,인도,관광,8687.0,5441.0,59.7
202504,아시아,인도,상용,1989.0,2318.0,-14.2
202504,아시아,인도,공용,48.0,51.0,-5.9
202504,아시아,인도,유학연수,54.0,58.0,-6.9
202504,아시아,인도,기타,10418.0,9830.0,6.0
202504,아시아,인도,전체,21196.0,17698.0,19.8
202504,아시아,말레이시아,관광,28045.0,29408.0,-4.6
202504,아시아,말레이시아,상용,147.0,115.0,27.8
202504,아시아,말레이시아,공용,18.0,10.0,80.0
202504,아시아,말레이시아,유학연수,77.0,37.0,108.1
202504,아시아,말레이시아,기타,2524.0,2423.0,4.2
202504,아시아,말레이시아,전체,30811.0,31993.0,-3.7
202504,아시아,싱가포르,관광,36300.0,30684.0,18.3
202504,아시아,싱가포르,상용,116.0,138.0,-15.9
202504,아시아,싱가포르,공용,11.0,8.0,37.5
202504,아시아,싱가포르,유학연수,17.0,25.0,-32.0
202504,아시아,싱가포르,기타,1509.0,1626.0,-7.2
202504,아시아,싱가포르,전체,37953.0,32481.0,16.8
202504,아시아,몽골,관광,11644.0,8193.0,42.1
202504,아시아,몽골,상용,53.0,51.0,3.9
202504,아시아,몽골,공용,276.0,262.0,5.3
202504,아시아,몽골,유학연수,381.0,325.0,17.2
202504,아시아,몽골,기타,642.0,625.0,2.7
202504,아시아,몽골,전체,12996.0,9456.0,37.4
202504,아시아,우즈베키스탄,관광,773.0,662.0,16.8
202504,아시아,우즈베키스탄,상용,386.0,431.0,-10.4
202504,아시아,우즈베키스탄,공용,1.0,0.0,0.0
202504,아시아,우즈베키스탄,유학연수,208.0,207.0,0.5
202504,아시아,우즈베키스탄,기타,2724.0,2748.0,-0.9
202504,아시아,우즈베키스탄,전체,4092.0,4048.0,1.1
202504,아시아,미얀마,관광,1924.0,1302.0,47.8
202504,아시아,미얀마,상용,27.0,30.0,-10.0
202504,아시아,미얀마,공용,23.0,15.0,53.3
202504,아시아,미얀마,유학연수,74.0,71.0,4.2
202504,아시아,미얀마,기타,4829.0,3935.0,22.7
202504,아시아,미얀마,전체,6877.0,5353.0,28.5
202504,아시아,GCC,관광,4177.0,4062.0,2.8
202504,아시아,GCC,상용,69.0,38.0,81.6
202504,아시아,GCC,공용,13.0,32.0,-59.4
202504,아시아,GCC,유학연수,71.0,57.0,24.6
202504,아시아,GCC,기타,108.0,210.0,-48.6
202504,아시아,GCC,전체,4438.0,4399.0,0.9
202504,아시아,카자흐스탄,관광,4628.0,3189.0,45.1
202504,아시아,카자흐스탄,상용,17.0,20.0,-15.0
202504,아시아,카자흐스탄,공용,5.0,4.0,25.0
202504,아시아,카자흐스탄,유학연수,73.0,29.0,151.7
202504,아시아,카자흐스탄,기타,1321.0,1167.0,13.2
202504,아시아,카자흐스탄,전체,6044.0,4409.0,37.1
202504,아시아,튀르키예,관광,5848.0,5259.0,11.2
202504,아시아,튀르키예,상용,17.0,8.0,112.5
202504,아시아,튀르키예,공용,13.0,21.0,-38.1
202504,아시아,튀르키예,유학연수,38.0,20.0,90.0
202504,아시아,튀르키예,기타,1184.0,1233.0,-4.0
202504,아시아,튀르키예,전체,7100.0,6541.0,8.5
202504,아시아,캄보디아,관광,2114.0,2576.0,-17.9
202504,아시아,캄보디아,상용,7.0,4.0,75.0
202504,아시아,캄보디아,공용,85.0,114.0,-25.4
202504,아시아,캄보디아,유학연수,21.0,10.0,110.0
202504,아시아,캄보디아,기타,4880.0,3566.0,36.8
202504,아시아,캄보디아,전체,7107.0,6270.0,13.3
202504,아시아,스리랑카,관광,546.0,298.0,83.2
202504,아시아,스리랑카,상용,36.0,29.0,24.1
202504,아시아,스리랑카,공용,2.0,16.0,-87.5
202504,아시아,스리랑카,유학연수,15.0,12.0,25.0
202504,아시아,스리랑카,기타,1643.0,1616.0,1.7
202504,아시아,스리랑카,전체,2242.0,1971.0,13.7
202504,아시아,방글라데시,관광,515.0,247.0,108.5
202504,아시아,방글라데시,상용,73.0,95.0,-23.2
202504,아시아,방글라데시,공용,68.0,51.0,33.3
202504,아시아,방글라데시,유학연수,72.0,39.0,84.6
202504,아시아,방글라데시,기타,1143.0,1176.0,-2.8
202504,아시아,방글라데시,전체,1871.0,1608.0,16.4
202504,아시아,파키스탄,관광,361.0,315.0,14.6
202504,아시아,파키스탄,상용,181.0,183.0,-1.1
202504,아시아,파키스탄,공용,14.0,29.0,-51.7
202504,아시아,파키스탄,유학연수,75.0,53.0,41.5
202504,아시아,파키스탄,기타,611.0,597.0,2.3
202504,아시아,파키스탄,전체,1242.0,1177.0,5.5
202504,아시아,이스라엘,관광,2993.0,1582.0,89.2
202504,아시아,이스라엘,상용,7.0,7.0,0.0
202504,아시아,이스라엘,공용,15.0,6.0,150.0
202504,아시아,이스라엘,유학연수,2.0,2.0,0.0
202504,아시아,이스라엘,기타,35.0,50.0,-30.0
202504,아시아,이스라엘,전체,3052.0,1647.0,85.3
202504,아시아,이란,관광,376.0,189.0,98.9
202504,아시아,이란,상용,20.0,47.0,-57.4
202504,아시아,이란,공용,0.0,6.0,-100.0
202504,아시아,이란,유학연수,12.0,9.0,33.3
202504,아시아,이란,기타,36.0,38.0,-5.3
202504,아시아,이란,전체,444.0,289.0,53.6
202504,아시아,기타,관광,2926.0,2805.0,4.3
202504,아시아,기타,상용,752.0,599.0,25.5
202504,아시아,기타,공용,198.0,220.0,-10.0
202504,아시아,기타,유학연수,103.0,63.0,63.5
202504,아시아,기타,기타,8218.0,5943.0,38.3
202504,아시아,기타,전체,12197.0,9630.0,26.7
202504,아메리카,연도대륙,관광,175843.0,133069.0,32.1
202504,아메리카,연도대륙,상용,357.0,351.0,1.7
202504,아메리카,연도대륙,공용,4420.0,2699.0,63.8
202504,아메리카,연도대륙,유학연수,209.0,232.0,-9.9
202504,아메리카,연도대륙,기타,25815.0,23558.0,9.6
202504,아메리카,연도대륙,전체,206644.0,159909.0,29.2
202504,아메리카,미국,관광,129889.0,102397.0,26.8
202504,아메리카,미국,상용,244.0,254.0,-3.9
202504,아메리카,미국,공용,4329.0,2600.0,66.5
202504,아메리카,미국,유학연수,139.0,157.0,-11.5
202504,아메리카,미국,기타,18780.0,17320.0,8.4
202504,아메리카,미국,전체,153381.0,122728.0,25.0
202504,아메리카,캐나다,관광,26719.0,20708.0,29.0
202504,아메리카,캐나다,상용,34.0,37.0,-8.1
202504,아메리카,캐나다,공용,30.0,25.0,20.0
202504,아메리카,캐나다,유학연수,21.0,20.0,5.0
202504,아메리카,캐나다,기타,4168.0,4062.0,2.6
202504,아메리카,캐나다,전체,30972.0,24852.0,24.6
202504,아메리카,브라질,관광,3884.0,2924.0,32.8
202504,아메리카,브라질,상용,53.0,41.0,29.3
202504,아메리카,브라질,공용,18.0,7.0,157.1
202504,아메리카,브라질,유학연수,8.0,15.0,-46.7
202504,아메리카,브라질,기타,548.0,537.0,2.0
202504,아메리카,브라질,전체,4511.0,3524.0,28.0
202504,아메리카,멕시코,관광,9139.0,2566.0,256.2
202504,아메리카,멕시코,상용,8.0,6.0,33.3
202504,아메리카,멕시코,공용,19.0,14.0,35.7
202504,아메리카,멕시코,유학연수,19.0,13.0,46.2
202504,아메리카,멕시코,기타,792.0,328.0,141.5
202504,아메리카,멕시코,전체,9977.0,2927.0,240.9
202504,아메리카,기타,관광,6212.0,4474.0,38.8
202504,아메리카,기타,상용,18.0,13.0,38.5
202504,아메리카,기타,공용,24.0,53.0,-54.7
202504,아메리카,기타,유학연수,22.0,27.0,-18.5
202504,아메리카,기타,기타,1527.0,1311.0,16.5
202504,아메리카,기타,전체,7803.0,5878.0,32.7
202504,유럽,연도대륙,관광,145682.0,112320.0,29.7
202504,유럽,연도대륙,상용,854.0,781.0,9.3
202504,유럽,연도대륙,공용,207.0,218.0,-5.0
202504,유럽,연도대륙,유학연수,728.0,551.0,32.1
202504,유럽,연도대륙,기타,21092.0,18894.0,11.6
202504,유럽,연도대륙,전체,168563.0,132764.0,27.0
202504,유럽,러시아,관광,18959.0,13006.0,45.8
202504,유럽,러시아,상용,132.0,118.0,11.9
202504,유럽,러시아,공용,5.0,7.0,-28.6
202504,유럽,러시아,유학연수,77.0,48.0,60.4
202504,유럽,러시아,기타,7654.0,6115.0,25.2
202504,유럽,러시아,전체,26827.0,19294.0,39.0
202504,유럽,영국,관광,22876.0,17518.0,30.6
202504,유럽,영국,상용,71.0,69.0,2.9
202504,유럽,영국,공용,18.0,30.0,-40.0
202504,유럽,영국,유학연수,44.0,32.0,37.5
202504,유럽,영국,기타,1450.0,1419.0,2.2
202504,유럽,영국,전체,24459.0,19068.0,28.3
202504,유럽,독일,관광,25717.0,19104.0,34.6
202504,유럽,독일,상용,173.0,175.0,-1.1
202504,유럽,독일,공용,27.0,22.0,22.7
202504,유럽,독일,유학연수,126.0,139.0,-9.4
202504,유럽,독일,기타,1804.0,1856.0,-2.8
202504,유럽,독일,전체,27847.0,21296.0,30.8
202504,유럽,프랑스,관광,20832.0,20541.0,1.4
202504,유럽,프랑스,상용,142.0,137.0,3.6
202504,유럽,프랑스,공용,67.0,36.0,86.1
202504,유럽,프랑스,유학연수,230.0,156.0,47.4
202504,유럽,프랑스,기타,1535.0,1123.0,36.7
202504,유럽,프랑스,전체,22806.0,21993.0,3.7
202504,유럽,이탈리아,관광,8218.0,5636.0,45.8
202504,유럽,이탈리아,상용,49.0,35.0,40.0
202504,유럽,이탈리아,공용,11.0,6.0,83.3
202504,유럽,이탈리아,유학연수,20.0,17.0,17.6
202504,유럽,이탈리아,기타,903.0,887.0,1.8
202504,유럽,이탈리아,전체,9201.0,6581.0,39.8
202504,유럽,네덜란드,관광,5959.0,5455.0,9.2
202504,유럽,네덜란드,상용,21.0,17.0,23.5
202504,유럽,네덜란드,공용,6.0,16.0,-62.5
202504,유럽,네덜란드,유학연수,12.0,20.0,-40.0
202504,유럽,네덜란드,기타,1230.0,1058.0,16.3
202504,유럽,네덜란드,전체,7228.0,6566.0,10.1
202504,유럽,우크라이나,관광,772.0,507.0,52.3
202504,유럽,우크라이나,상용,62.0,37.0,67.6
202504,유럽,우크라이나,공용,5.0,2.0,150.0
202504,유럽,우크라이나,유학연수,4.0,3.0,33.3
202504,유럽,우크라이나,기타,1349.0,1362.0,-1.0
202504,유럽,우크라이나,전체,2192.0,1911.0,14.7
202504,유럽,스페인,관광,5495.0,3426.0,60.4
202504,유럽,스페인,상용,14.0,16.0,-12.5
202504,유럽,스페인,공용,6.0,11.0,-45.5
202504,유럽,스페인,유학연수,60.0,26.0,130.8
202504,유럽,스페인,기타,329.0,246.0,33.7
202504,유럽,스페인,전체,5904.0,3725.0,58.5
202504,유럽,루마니아,관광,2070.0,1501.0,37.9
202504,유럽,루마니아,상용,7.0,9.0,-22.2
202504,유럽,루마니아,공용,13.0,47.0,-72.3
202504,유럽,루마니아,유학연수,8.0,3.0,166.7
202504,유럽,루마니아,기타,599.0,562.0,6.6
202504,유럽,루마니아,전체,2697.0,2122.0,27.1
202504,유럽,노르웨이,관광,1772.0,954.0,85.7
202504,유럽,노르웨이,상용,19.0,21.0,-9.5
202504,유럽,노르웨이,공용,3.0,2.0,50.0
202504,유럽,노르웨이,유학연수,14.0,10.0,40.0
202504,유럽,노르웨이,기타,49.0,47.0,4.3
202504,유럽,노르웨이,전체,1857.0,1034.0,79.6
202504,유럽,스웨덴,관광,2525.0,2033.0,24.2
202504,유럽,스웨덴,상용,14.0,18.0,-22.2
202504,유럽,스웨덴,공용,2.0,6.0,-66.7
202504,유럽,스웨덴,유학연수,13.0,8.0,62.5
202504,유럽,스웨덴,기타,119.0,143.0,-16.8
202504,유럽,스웨덴,전체,2673.0,2208.0,21.1
202504,유럽,폴란드,관광,5145.0,4242.0,21.3
202504,유럽,폴란드,상용,18.0,8.0,125.0
202504,유럽,폴란드,공용,11.0,2.0,450.0
202504,유럽,폴란드,유학연수,22.0,7.0,214.3
202504,유럽,폴란드,기타,807.0,953.0,-15.3
202504,유럽,폴란드,전체,6003.0,5212.0,15.2
202504,유럽,스위스,관광,3995.0,2918.0,36.9
202504,유럽,스위스,상용,4.0,4.0,0.0
202504,유럽,스위스,공용,1.0,1.0,0.0
202504,유럽,스위스,유학연수,19.0,15.0,26.7
202504,유럽,스위스,기타,242.0,88.0,175.0
202504,유럽,스위스,전체,4261.0,3026.0,40.8
202504,유럽,포르투갈,관광,2112.0,1373.0,53.8
202504,유럽,포르투갈,상용,6.0,10.0,-40.0
202504,유럽,포르투갈,공용,7.0,6.0,16.7
202504,유럽,포르투갈,유학연수,2.0,3.0,-33.3
202504,유럽,포르투갈,기타,199.0,189.0,5.3
202504,유럽,포르투갈,전체,2326.0,1581.0,47.1
202504,유럽,오스트리아,관광,1963.0,1555.0,26.2
202504,유럽,오스트리아,상용,3.0,6.0,-50.0
202504,유럽,오스트리아,공용,0.0,2.0,-100.0
202504,유럽,오스트리아,유학연수,7.0,5.0,40.0
202504,유럽,오스트리아,기타,155.0,161.0,-3.7
202504,유럽,오스트리아,전체,2128.0,1729.0,23.1
202504,유럽,핀란드,관광,1282.0,1097.0,16.9
202504,유럽,핀란드,상용,10.0,9.0,11.1
202504,유럽,핀란드,공용,0.0,1.0,-100.0
202504,유럽,핀란드,유학연수,15.0,15.0,0.0
202504,유럽,핀란드,기타,298.0,277.0,7.6
202504,유럽,핀란드,전체,1605.0,1399.0,14.7
202504,유럽,벨기에,관광,2642.0,2262.0,16.8
202504,유럽,벨기에,상용,12.0,10.0,20.0
202504,유럽,벨기에,공용,4.0,2.0,100.0
202504,유럽,벨기에,유학연수,9.0,6.0,50.0
202504,유럽,벨기에,기타,210.0,160.0,31.2
202504,유럽,벨기에,전체,2877.0,2440.0,17.9
202504,유럽,크로아티아,관광,521.0,325.0,60.3
202504,유럽,크로아티아,상용,6.0,4.0,50.0
202504,유럽,크로아티아,공용,1.0,0.0,0.0
202504,유럽,크로아티아,유학연수,2.0,1.0,100.0
202504,유럽,크로아티아,기타,320.0,316.0,1.3
202504,유럽,크로아티아,전체,850.0,646.0,31.6
202504,유럽,그리스,관광,1094.0,873.0,25.3
202504,유럽,그리스,상용,19.0,12.0,58.3
202504,유럽,그리스,공용,3.0,1.0,200.0
202504,유럽,그리스,유학연수,0.0,0.0,0.0
202504,유럽,그리스,기타,353.0,368.0,-4.1
202504,유럽,그리스,전체,1469.0,1254.0,17.1
202504,유럽,불가리아,관광,1135.0,567.0,100.2
202504,유럽,불가리아,상용,1.0,2.0,-50.0
202504,유럽,불가리아,공용,1.0,2.0,-50.0
202504,유럽,불가리아,유학연수,5.0,2.0,150.0
202504,유럽,불가리아,기타,246.0,231.0,6.5
202504,유럽,불가리아,전체,1388.0,804.0,72.6
202504,유럽,덴마크,관광,2028.0,1404.0,44.4
202504,유럽,덴마크,상용,23.0,13.0,76.9
202504,유럽,덴마크,공용,0.0,0.0,0.0
202504,유럽,덴마크,유학연수,5.0,5.0,0.0
202504,유럽,덴마크,기타,81.0,133.0,-39.1
202504,유럽,덴마크,전체,2137.0,1555.0,37.4
202504,유럽,아일랜드,관광,1821.0,1163.0,56.6
202504,유럽,아일랜드,상용,4.0,5.0,-20.0
202504,유럽,아일랜드,공용,1.0,0.0,0.0
202504,유럽,아일랜드,유학연수,3.0,4.0,-25.0
202504,유럽,아일랜드,기타,89.0,104.0,-14.4
202504,유럽,아일랜드,전체,1918.0,1276.0,50.3
202504,유럽,기타,관광,6749.0,4860.0,38.9
202504,유럽,기타,상용,44.0,46.0,-4.3
202504,유럽,기타,공용,15.0,16.0,-6.2
202504,유럽,기타,유학연수,31.0,26.0,19.2
202504,유럽,기타,기타,1071.0,1096.0,-2.3
202504,유럽,기타,전체,7910.0,6044.0,30.9
202504,오세아니아,연도대륙,관광,39062.0,28211.0,38.5
202504,오세아니아,연도대륙,상용,72.0,66.0,9.1
202504,오세아니아,연도대륙,공용,68.0,59.0,15.3
202504,오세아니아,연도대륙,유학연수,10.0,18.0,-44.4
202504,오세아니아,연도대륙,기타,2411.0,2372.0,1.6
