기준일자,주요국가대륙명,국가명,연령,인원,전년동기,증감률
202501,대륙전체,연도,0~9세 ,39458.0,25149.0,56.9
202501,대륙전체,연도,10~19세,85281.0,55407.0,53.9
202501,대륙전체,연도,20~29세,270000.0,205795.0,31.2
202501,대륙전체,연도,30~39세,245453.0,193118.0,27.1
202501,대륙전체,연도,40~49세,170892.0,134396.0,27.2
202501,대륙전체,연도,50~59세,120808.0,102821.0,17.5
202501,대륙전체,연도,60~69세,73365.0,67843.0,8.1
202501,대륙전체,연도,70~79세,24823.0,22694.0,9.4
202501,대륙전체,연도,80세 이상,2789.0,2393.0,16.5
202501,대륙전체,연도,승무원,84374.0,71265.0,18.4
202501,대륙전체,연도,전체,1117243.0,880881.0,26.8
202501,아시아,연도대륙,0~9세 ,33619.0,20325.0,65.4
202501,아시아,연도대륙,10~19세,74676.0,45621.0,63.7
202501,아시아,연도대륙,20~29세,234296.0,176145.0,33.0
202501,아시아,연도대륙,30~39세,211744.0,164497.0,28.7
202501,아시아,연도대륙,40~49세,145520.0,111454.0,30.6
202501,아시아,연도대륙,50~59세,96654.0,79430.0,21.7
202501,아시아,연도대륙,60~69세,57812.0,53072.0,8.9
202501,아시아,연도대륙,70~79세,20380.0,18747.0,8.7
202501,아시아,연도대륙,80세 이상,2157.0,1798.0,20.0
202501,아시아,연도대륙,승무원,59910.0,49338.0,21.4
202501,아시아,연도대륙,전체,936768.0,720427.0,30.0
202501,아시아,중국,0~9세 ,13640.0,7814.0,74.6
202501,아시아,중국,10~19세,29097.0,16230.0,79.3
202501,아시아,중국,20~29세,98985.0,69151.0,43.1
202501,아시아,중국,30~39세,93789.0,71593.0,31.0
202501,아시아,중국,40~49세,52323.0,39028.0,34.1
202501,아시아,중국,50~59세,28192.0,25635.0,10.0
202501,아시아,중국,60~69세,24909.0,28399.0,-12.3
202501,아시아,중국,70~79세,10246.0,11224.0,-8.7
202501,아시아,중국,80세 이상,917.0,967.0,-5.2
202501,아시아,중국,승무원,12362.0,9994.0,23.7
202501,아시아,중국,전체,364460.0,280035.0,30.1
202501,아시아,일본,0~9세 ,2950.0,2252.0,31.0
202501,아시아,일본,10~19세,8791.0,7084.0,24.1
202501,아시아,일본,20~29세,54941.0,43084.0,27.5
202501,아시아,일본,30~39세,31269.0,25052.0,24.8
202501,아시아,일본,40~49세,25978.0,22698.0,14.5
202501,아시아,일본,50~59세,29494.0,25643.0,15.0
202501,아시아,일본,60~69세,14374.0,11791.0,21.9
202501,아시아,일본,70~79세,4566.0,4163.0,9.7
202501,아시아,일본,80세 이상,717.0,544.0,31.8
202501,아시아,일본,승무원,1637.0,841.0,94.6
202501,아시아,일본,전체,174717.0,143152.0,22.0
202501,아시아,대만,0~9세 ,8106.0,5324.0,52.3
202501,아시아,대만,10~19세,17257.0,12469.0,38.4
202501,아시아,대만,20~29세,26602.0,18823.0,41.3
202501,아시아,대만,30~39세,26269.0,17467.0,50.4
202501,아시아,대만,40~49세,29645.0,21513.0,37.8
202501,아시아,대만,50~59세,16597.0,11179.0,48.5
202501,아시아,대만,60~69세,7645.0,4782.0,59.9
202501,아시아,대만,70~79세,2693.0,1552.0,73.5
202501,아시아,대만,80세 이상,238.0,125.0,90.4
202501,아시아,대만,승무원,382.0,355.0,7.6
202501,아시아,대만,전체,135434.0,93589.0,44.7
202501,아시아,홍콩,0~9세 ,1530.0,299.0,411.7
202501,아시아,홍콩,10~19세,4798.0,1285.0,273.4
202501,아시아,홍콩,20~29세,12159.0,8878.0,37.0
202501,아시아,홍콩,30~39세,9170.0,6135.0,49.5
202501,아시아,홍콩,40~49세,7069.0,3464.0,104.1
202501,아시아,홍콩,50~59세,5524.0,3214.0,71.9
202501,아시아,홍콩,60~69세,2991.0,1818.0,64.5
202501,아시아,홍콩,70~79세,809.0,440.0,83.9
202501,아시아,홍콩,80세 이상,78.0,28.0,178.6
202501,아시아,홍콩,승무원,150.0,194.0,-22.7
202501,아시아,홍콩,전체,44278.0,25755.0,71.9
202501,아시아,마카오,0~9세 ,143.0,14.0,921.4
202501,아시아,마카오,10~19세,353.0,37.0,854.1
202501,아시아,마카오,20~29세,686.0,514.0,33.5
202501,아시아,마카오,30~39세,834.0,590.0,41.4
202501,아시아,마카오,40~49세,459.0,217.0,111.5
202501,아시아,마카오,50~59세,185.0,130.0,42.3
202501,아시아,마카오,60~69세,89.0,67.0,32.8
202501,아시아,마카오,70~79세,39.0,20.0,95.0
202501,아시아,마카오,80세 이상,2.0,1.0,100.0
202501,아시아,마카오,승무원,76.0,0.0,0.0
202501,아시아,마카오,전체,2866.0,1590.0,80.3
202501,아시아,필리핀,0~9세 ,746.0,407.0,83.3
202501,아시아,필리핀,10~19세,1333.0,861.0,54.8
202501,아시아,필리핀,20~29세,5057.0,3611.0,40.0
202501,아시아,필리핀,30~39세,8894.0,6020.0,47.7
202501,아시아,필리핀,40~49세,4545.0,3173.0,43.2
202501,아시아,필리핀,50~59세,2646.0,1836.0,44.1
202501,아시아,필리핀,60~69세,1295.0,798.0,62.3
202501,아시아,필리핀,70~79세,330.0,209.0,57.9
202501,아시아,필리핀,80세 이상,37.0,21.0,76.2
202501,아시아,필리핀,승무원,11857.0,9972.0,18.9
202501,아시아,필리핀,전체,36740.0,26908.0,36.5
202501,아시아,인도네시아,0~9세 ,882.0,496.0,77.8
202501,아시아,인도네시아,10~19세,1796.0,1072.0,67.5
202501,아시아,인도네시아,20~29세,4733.0,3633.0,30.3
202501,아시아,인도네시아,30~39세,5562.0,3592.0,54.8
202501,아시아,인도네시아,40~49세,3612.0,2410.0,49.9
202501,아시아,인도네시아,50~59세,2101.0,1411.0,48.9
202501,아시아,인도네시아,60~69세,741.0,551.0,34.5
202501,아시아,인도네시아,70~79세,212.0,121.0,75.2
202501,아시아,인도네시아,80세 이상,21.0,10.0,110.0
202501,아시아,인도네시아,승무원,7856.0,5978.0,31.4
202501,아시아,인도네시아,전체,27516.0,19274.0,42.8
202501,아시아,태국,0~9세 ,474.0,564.0,-16.0
202501,아시아,태국,10~19세,1012.0,1016.0,-0.4
202501,아시아,태국,20~29세,3450.0,3703.0,-6.8
202501,아시아,태국,30~39세,5837.0,5714.0,2.2
202501,아시아,태국,40~49세,3753.0,3803.0,-1.3
202501,아시아,태국,50~59세,1703.0,1842.0,-7.5
202501,아시아,태국,60~69세,893.0,1285.0,-30.5
202501,아시아,태국,70~79세,220.0,268.0,-17.9
202501,아시아,태국,80세 이상,22.0,19.0,15.8
202501,아시아,태국,승무원,3083.0,2302.0,33.9
202501,아시아,태국,전체,20447.0,20516.0,-0.3
202501,아시아,베트남,0~9세 ,629.0,292.0,115.4
202501,아시아,베트남,10~19세,2016.0,1366.0,47.6
202501,아시아,베트남,20~29세,5148.0,5053.0,1.9
202501,아시아,베트남,30~39세,5319.0,5402.0,-1.5
202501,아시아,베트남,40~49세,2956.0,2613.0,13.1
202501,아시아,베트남,50~59세,1312.0,1226.0,7.0
202501,아시아,베트남,60~69세,662.0,531.0,24.7
202501,아시아,베트남,70~79세,138.0,75.0,84.0
202501,아시아,베트남,80세 이상,14.0,2.0,600.0
202501,아시아,베트남,승무원,6728.0,4837.0,39.1
202501,아시아,베트남,전체,24922.0,21397.0,16.5
202501,아시아,인도,0~9세 ,133.0,101.0,31.7
202501,아시아,인도,10~19세,175.0,115.0,52.2
202501,아시아,인도,20~29세,1104.0,1066.0,3.6
202501,아시아,인도,30~39세,1919.0,1684.0,14.0
202501,아시아,인도,40~49세,1332.0,1126.0,18.3
202501,아시아,인도,50~59세,530.0,518.0,2.3
202501,아시아,인도,60~69세,124.0,83.0,49.4
202501,아시아,인도,70~79세,8.0,26.0,-69.2
202501,아시아,인도,80세 이상,0.0,2.0,-100.0
202501,아시아,인도,승무원,5458.0,5121.0,6.6
202501,아시아,인도,전체,10783.0,9842.0,9.6
202501,아시아,말레이시아,0~9세 ,2089.0,1001.0,108.7
202501,아시아,말레이시아,10~19세,3157.0,784.0,302.7
202501,아시아,말레이시아,20~29세,4899.0,3988.0,22.8
202501,아시아,말레이시아,30~39세,5703.0,4548.0,25.4
202501,아시아,말레이시아,40~49세,4138.0,2292.0,80.5
202501,아시아,말레이시아,50~59세,2296.0,1458.0,57.5
202501,아시아,말레이시아,60~69세,1239.0,657.0,88.6
202501,아시아,말레이시아,70~79세,362.0,127.0,185.0
202501,아시아,말레이시아,80세 이상,28.0,2.0,1300.0
202501,아시아,말레이시아,승무원,2277.0,2056.0,10.7
202501,아시아,말레이시아,전체,26188.0,16913.0,54.8
202501,아시아,싱가포르,0~9세 ,556.0,314.0,77.1
202501,아시아,싱가포르,10~19세,834.0,536.0,55.6
202501,아시아,싱가포르,20~29세,4209.0,3243.0,29.8
202501,아시아,싱가포르,30~39세,4094.0,3253.0,25.9
202501,아시아,싱가포르,40~49세,2399.0,2076.0,15.6
202501,아시아,싱가포르,50~59세,2541.0,2005.0,26.7
202501,아시아,싱가포르,60~69세,1283.0,907.0,41.5
202501,아시아,싱가포르,70~79세,301.0,203.0,48.3
202501,아시아,싱가포르,80세 이상,28.0,25.0,12.0
202501,아시아,싱가포르,승무원,1330.0,1474.0,-9.8
202501,아시아,싱가포르,전체,17575.0,14036.0,25.2
202501,아시아,몽골,0~9세 ,1161.0,804.0,44.4
202501,아시아,몽골,10~19세,2851.0,1550.0,83.9
202501,아시아,몽골,20~29세,2630.0,2005.0,31.2
202501,아시아,몽골,30~39세,2960.0,3051.0,-3.0
202501,아시아,몽골,40~49세,3188.0,2897.0,10.0
202501,아시아,몽골,50~59세,1746.0,1459.0,19.7
202501,아시아,몽골,60~69세,688.0,547.0,25.8
202501,아시아,몽골,70~79세,214.0,119.0,79.8
202501,아시아,몽골,80세 이상,34.0,32.0,6.2
202501,아시아,몽골,승무원,15.0,1.0,1400.0
202501,아시아,몽골,전체,15487.0,12465.0,24.2
202501,아시아,우즈베키스탄,0~9세 ,51.0,53.0,-3.8
202501,아시아,우즈베키스탄,10~19세,225.0,179.0,25.7
202501,아시아,우즈베키스탄,20~29세,2018.0,1651.0,22.2
202501,아시아,우즈베키스탄,30~39세,1327.0,1382.0,-4.0
202501,아시아,우즈베키스탄,40~49세,726.0,857.0,-15.3
202501,아시아,우즈베키스탄,50~59세,347.0,383.0,-9.4
202501,아시아,우즈베키스탄,60~69세,206.0,193.0,6.7
202501,아시아,우즈베키스탄,70~79세,66.0,41.0,61.0
202501,아시아,우즈베키스탄,80세 이상,6.0,4.0,50.0
202501,아시아,우즈베키스탄,승무원,371.0,316.0,17.4
202501,아시아,우즈베키스탄,전체,5343.0,5059.0,5.6
202501,아시아,미얀마,0~9세 ,6.0,3.0,100.0
202501,아시아,미얀마,10~19세,11.0,5.0,120.0
202501,아시아,미얀마,20~29세,818.0,1198.0,-31.7
202501,아시아,미얀마,30~39세,1165.0,1048.0,11.2
202501,아시아,미얀마,40~49세,397.0,272.0,46.0
202501,아시아,미얀마,50~59세,120.0,88.0,36.4
202501,아시아,미얀마,60~69세,22.0,13.0,69.2
202501,아시아,미얀마,70~79세,2.0,1.0,100.0
202501,아시아,미얀마,80세 이상,0.0,0.0,0.0
202501,아시아,미얀마,승무원,3232.0,2523.0,28.1
202501,아시아,미얀마,전체,5773.0,5151.0,12.1
202501,아시아,GCC,0~9세 ,64.0,110.0,-41.8
202501,아시아,GCC,10~19세,108.0,144.0,-25.0
202501,아시아,GCC,20~29세,454.0,486.0,-6.6
202501,아시아,GCC,30~39세,544.0,588.0,-7.5
202501,아시아,GCC,40~49세,247.0,336.0,-26.5
202501,아시아,GCC,50~59세,114.0,175.0,-34.9
202501,아시아,GCC,60~69세,69.0,70.0,-1.4
202501,아시아,GCC,70~79세,13.0,23.0,-43.5
202501,아시아,GCC,80세 이상,0.0,2.0,-100.0
202501,아시아,GCC,승무원,65.0,226.0,-71.2
202501,아시아,GCC,전체,1678.0,2160.0,-22.3
202501,아시아,카자흐스탄,0~9세 ,126.0,115.0,9.6
202501,아시아,카자흐스탄,10~19세,363.0,428.0,-15.2
202501,아시아,카자흐스탄,20~29세,920.0,836.0,10.0
202501,아시아,카자흐스탄,30~39세,742.0,752.0,-1.3
202501,아시아,카자흐스탄,40~49세,733.0,714.0,2.7
202501,아시아,카자흐스탄,50~59세,453.0,441.0,2.7
202501,아시아,카자흐스탄,60~69세,273.0,277.0,-1.4
202501,아시아,카자흐스탄,70~79세,87.0,72.0,20.8
202501,아시아,카자흐스탄,80세 이상,5.0,7.0,-28.6
202501,아시아,카자흐스탄,승무원,305.0,265.0,15.1
202501,아시아,카자흐스탄,전체,4007.0,3907.0,2.6
202501,아시아,튀르키예,0~9세 ,35.0,16.0,118.8
202501,아시아,튀르키예,10~19세,99.0,98.0,1.0
202501,아시아,튀르키예,20~29세,421.0,287.0,46.7
202501,아시아,튀르키예,30~39세,457.0,355.0,28.7
202501,아시아,튀르키예,40~49세,299.0,260.0,15.0
202501,아시아,튀르키예,50~59세,133.0,128.0,3.9
202501,아시아,튀르키예,60~69세,39.0,27.0,44.4
202501,아시아,튀르키예,70~79세,7.0,6.0,16.7
202501,아시아,튀르키예,80세 이상,2.0,1.0,100.0
202501,아시아,튀르키예,승무원,969.0,1008.0,-3.9
202501,아시아,튀르키예,전체,2461.0,2186.0,12.6
202501,아시아,캄보디아,0~9세 ,84.0,79.0,6.3
202501,아시아,캄보디아,10~19세,142.0,115.0,23.5
202501,아시아,캄보디아,20~29세,1488.0,1350.0,10.2
202501,아시아,캄보디아,30~39세,1486.0,1387.0,7.1
202501,아시아,캄보디아,40~49세,327.0,317.0,3.2
202501,아시아,캄보디아,50~59세,111.0,136.0,-18.4
202501,아시아,캄보디아,60~69세,66.0,82.0,-19.5
202501,아시아,캄보디아,70~79세,28.0,19.0,47.4
202501,아시아,캄보디아,80세 이상,2.0,2.0,0.0
202501,아시아,캄보디아,승무원,148.0,155.0,-4.5
202501,아시아,캄보디아,전체,3882.0,3642.0,6.6
202501,아시아,스리랑카,0~9세 ,37.0,35.0,5.7
202501,아시아,스리랑카,10~19세,15.0,21.0,-28.6
202501,아시아,스리랑카,20~29세,574.0,623.0,-7.9
202501,아시아,스리랑카,30~39세,917.0,838.0,9.4
202501,아시아,스리랑카,40~49세,266.0,197.0,35.0
202501,아시아,스리랑카,50~59세,34.0,34.0,0.0
202501,아시아,스리랑카,60~69세,26.0,6.0,333.3
202501,아시아,스리랑카,70~79세,2.0,1.0,100.0
202501,아시아,스리랑카,80세 이상,0.0,0.0,0.0
202501,아시아,스리랑카,승무원,584.0,546.0,7.0
202501,아시아,스리랑카,전체,2455.0,2301.0,6.7
202501,아시아,방글라데시,0~9세 ,31.0,55.0,-43.6
202501,아시아,방글라데시,10~19세,30.0,30.0,0.0
202501,아시아,방글라데시,20~29세,590.0,529.0,11.5
202501,아시아,방글라데시,30~39세,692.0,685.0,1.0
202501,아시아,방글라데시,40~49세,198.0,168.0,17.9
202501,아시아,방글라데시,50~59세,69.0,51.0,35.3
202501,아시아,방글라데시,60~69세,13.0,12.0,8.3
202501,아시아,방글라데시,70~79세,2.0,1.0,100.0
202501,아시아,방글라데시,80세 이상,0.0,0.0,0.0
202501,아시아,방글라데시,승무원,144.0,124.0,16.1
202501,아시아,방글라데시,전체,1769.0,1655.0,6.9
202501,아시아,파키스탄,0~9세 ,27.0,61.0,-55.7
202501,아시아,파키스탄,10~19세,13.0,17.0,-23.5
202501,아시아,파키스탄,20~29세,354.0,325.0,8.9
202501,아시아,파키스탄,30~39세,388.0,470.0,-17.4
202501,아시아,파키스탄,40~49세,145.0,180.0,-19.4
202501,아시아,파키스탄,50~59세,68.0,64.0,6.2
202501,아시아,파키스탄,60~69세,14.0,20.0,-30.0
202501,아시아,파키스탄,70~79세,2.0,1.0,100.0
202501,아시아,파키스탄,80세 이상,0.0,1.0,-100.0
202501,아시아,파키스탄,승무원,51.0,73.0,-30.1
202501,아시아,파키스탄,전체,1062.0,1212.0,-12.4
202501,아시아,이스라엘,0~9세 ,3.0,2.0,50.0
202501,아시아,이스라엘,10~19세,16.0,8.0,100.0
202501,아시아,이스라엘,20~29세,115.0,49.0,134.7
202501,아시아,이스라엘,30~39세,90.0,90.0,0.0
202501,아시아,이스라엘,40~49세,97.0,128.0,-24.2
202501,아시아,이스라엘,50~59세,86.0,115.0,-25.2
202501,아시아,이스라엘,60~69세,51.0,46.0,10.9
202501,아시아,이스라엘,70~79세,11.0,14.0,-21.4
202501,아시아,이스라엘,80세 이상,4.0,1.0,300.0
202501,아시아,이스라엘,승무원,7.0,2.0,250.0
202501,아시아,이스라엘,전체,480.0,455.0,5.5
202501,아시아,이란,0~9세 ,2.0,4.0,-50.0
202501,아시아,이란,10~19세,17.0,4.0,325.0
202501,아시아,이란,20~29세,29.0,27.0,7.4
202501,아시아,이란,30~39세,54.0,58.0,-6.9
202501,아시아,이란,40~49세,35.0,54.0,-35.2
202501,아시아,이란,50~59세,27.0,12.0,125.0
202501,아시아,이란,60~69세,8.0,6.0,33.3
202501,아시아,이란,70~79세,2.0,1.0,100.0
202501,아시아,이란,80세 이상,0.0,0.0,0.0
202501,아시아,이란,승무원,11.0,14.0,-21.4
202501,아시아,이란,전체,185.0,180.0,2.8
202501,아시아,기타,0~9세 ,114.0,110.0,3.6
202501,아시아,기타,10~19세,167.0,167.0,0.0
202501,아시아,기타,20~29세,1912.0,2032.0,-5.9
202501,아시아,기타,30~39세,2263.0,2743.0,-17.5
202501,아시아,기타,40~49세,653.0,661.0,-1.2
202501,아시아,기타,50~59세,225.0,247.0,-8.9
202501,아시아,기타,60~69세,92.0,104.0,-11.5
202501,아시아,기타,70~79세,20.0,20.0,0.0
202501,아시아,기타,80세 이상,2.0,2.0,0.0
202501,아시아,기타,승무원,812.0,961.0,-15.5
202501,아시아,기타,전체,6260.0,7047.0,-11.2
202501,아메리카,연도대륙,0~9세 ,3713.0,2970.0,25.0
202501,아메리카,연도대륙,10~19세,4739.0,3738.0,26.8
202501,아메리카,연도대륙,20~29세,16460.0,12719.0,29.4
202501,아메리카,연도대륙,30~39세,18565.0,14639.0,26.8
202501,아메리카,연도대륙,40~49세,13676.0,11125.0,22.9
202501,아메리카,연도대륙,50~59세,14736.0,13362.0,10.3
202501,아메리카,연도대륙,60~69세,10912.0,9768.0,11.7
202501,아메리카,연도대륙,70~79세,3234.0,2723.0,18.8
202501,아메리카,연도대륙,80세 이상,474.0,395.0,20.0
202501,아메리카,연도대륙,승무원,11310.0,9108.0,24.2
202501,아메리카,연도대륙,전체,97819.0,80547.0,21.4
202501,아메리카,미국,0~9세 ,2975.0,2288.0,30.0
202501,아메리카,미국,10~19세,3541.0,2714.0,30.5
202501,아메리카,미국,20~29세,12248.0,9475.0,29.3
202501,아메리카,미국,30~39세,13072.0,10642.0,22.8
202501,아메리카,미국,40~49세,10143.0,8470.0,19.8
202501,아메리카,미국,50~59세,11671.0,10553.0,10.6
202501,아메리카,미국,60~69세,8522.0,7700.0,10.7
202501,아메리카,미국,70~79세,2667.0,2206.0,20.9
202501,아메리카,미국,80세 이상,394.0,330.0,19.4
202501,아메리카,미국,승무원,9029.0,7376.0,22.4
202501,아메리카,미국,전체,74262.0,61754.0,20.3
202501,아메리카,캐나다,0~9세 ,534.0,569.0,-6.2
202501,아메리카,캐나다,10~19세,605.0,606.0,-0.2
202501,아메리카,캐나다,20~29세,1961.0,1864.0,5.2
202501,아메리카,캐나다,30~39세,3027.0,2678.0,13.0
202501,아메리카,캐나다,40~49세,2081.0,1850.0,12.5
202501,아메리카,캐나다,50~59세,2180.0,2320.0,-6.0
202501,아메리카,캐나다,60~69세,1978.0,1861.0,6.3
202501,아메리카,캐나다,70~79세,442.0,463.0,-4.5
202501,아메리카,캐나다,80세 이상,55.0,60.0,-8.3
202501,아메리카,캐나다,승무원,1112.0,1129.0,-1.5
202501,아메리카,캐나다,전체,13975.0,13400.0,4.3
202501,아메리카,브라질,0~9세 ,82.0,50.0,64.0
202501,아메리카,브라질,10~19세,219.0,163.0,34.4
202501,아메리카,브라질,20~29세,535.0,464.0,15.3
202501,아메리카,브라질,30~39세,597.0,378.0,57.9
202501,아메리카,브라질,40~49세,498.0,318.0,56.6
202501,아메리카,브라질,50~59세,223.0,144.0,54.9
202501,아메리카,브라질,60~69세,99.0,76.0,30.3
202501,아메리카,브라질,70~79세,39.0,13.0,200.0
202501,아메리카,브라질,80세 이상,5.0,0.0,0.0
202501,아메리카,브라질,승무원,191.0,249.0,-23.3
202501,아메리카,브라질,전체,2488.0,1855.0,34.1
202501,아메리카,멕시코,0~9세 ,76.0,26.0,192.3
202501,아메리카,멕시코,10~19세,221.0,60.0,268.3
202501,아메리카,멕시코,20~29세,1035.0,359.0,188.3
202501,아메리카,멕시코,30~39세,1070.0,306.0,249.7
202501,아메리카,멕시코,40~49세,550.0,165.0,233.3
202501,아메리카,멕시코,50~59세,408.0,124.0,229.0
202501,아메리카,멕시코,60~69세,212.0,43.0,393.0
202501,아메리카,멕시코,70~79세,52.0,5.0,940.0
202501,아메리카,멕시코,80세 이상,16.0,1.0,1500.0
202501,아메리카,멕시코,승무원,586.0,139.0,321.6
202501,아메리카,멕시코,전체,4226.0,1228.0,244.1
202501,아메리카,기타,0~9세 ,46.0,37.0,24.3
202501,아메리카,기타,10~19세,153.0,195.0,-21.5
202501,아메리카,기타,20~29세,681.0,557.0,22.3
202501,아메리카,기타,30~39세,799.0,635.0,25.8
202501,아메리카,기타,40~49세,404.0,322.0,25.5
202501,아메리카,기타,50~59세,254.0,221.0,14.9
202501,아메리카,기타,60~69세,101.0,88.0,14.8
202501,아메리카,기타,70~79세,34.0,36.0,-5.6
202501,아메리카,기타,80세 이상,4.0,4.0,0.0
202501,아메리카,기타,승무원,392.0,215.0,82.3
202501,아메리카,기타,전체,2868.0,2310.0,24.2
202501,유럽,연도대륙,0~9세 ,999.0,939.0,6.4
202501,유럽,연도대륙,10~19세,2153.0,3017.0,-28.6
202501,유럽,연도대륙,20~29세,12699.0,10722.0,18.4
202501,유럽,연도대륙,30~39세,10461.0,9848.0,6.2
202501,유럽,연도대륙,40~49세,7352.0,7869.0,-6.6
202501,유럽,연도대륙,50~59세,5587.0,6352.0,-12.0
202501,유럽,연도대륙,60~69세,2713.0,2955.0,-8.2
202501,유럽,연도대륙,70~79세,624.0,663.0,-5.9
202501,유럽,연도대륙,80세 이상,65.0,90.0,-27.8
202501,유럽,연도대륙,승무원,10555.0,10576.0,-0.2
202501,유럽,연도대륙,전체,53208.0,53031.0,0.3
202501,유럽,러시아,0~9세 ,242.0,216.0,12.0
202501,유럽,러시아,10~19세,713.0,596.0,19.6
202501,유럽,러시아,20~29세,2207.0,1878.0,17.5
202501,유럽,러시아,30~39세,2113.0,1960.0,7.8
202501,유럽,러시아,40~49세,1541.0,1424.0,8.2
202501,유럽,러시아,50~59세,993.0,896.0,10.8
202501,유럽,러시아,60~69세,516.0,480.0,7.5
202501,유럽,러시아,70~79세,159.0,112.0,42.0
202501,유럽,러시아,80세 이상,4.0,6.0,-33.3
202501,유럽,러시아,승무원,3025.0,3940.0,-23.2
202501,유럽,러시아,전체,11513.0,11508.0,0.0
202501,유럽,영국,0~9세 ,189.0,156.0,21.2
202501,유럽,영국,10~19세,279.0,280.0,-0.4
202501,유럽,영국,20~29세,1595.0,1388.0,14.9
202501,유럽,영국,30~39세,1714.0,1570.0,9.2
202501,유럽,영국,40~49세,1251.0,1219.0,2.6
202501,유럽,영국,50~59세,950.0,1064.0,-10.7
202501,유럽,영국,60~69세,511.0,598.0,-14.5
202501,유럽,영국,70~79세,120.0,186.0,-35.5
202501,유럽,영국,80세 이상,9.0,37.0,-75.7
202501,유럽,영국,승무원,287.0,252.0,13.9
202501,유럽,영국,전체,6905.0,6750.0,2.3
202501,유럽,독일,0~9세 ,112.0,122.0,-8.2
202501,유럽,독일,10~19세,207.0,280.0,-26.1
202501,유럽,독일,20~29세,1670.0,1377.0,21.3
202501,유럽,독일,30~39세,1219.0,1218.0,0.1
202501,유럽,독일,40~49세,874.0,1070.0,-18.3
202501,유럽,독일,50~59세,733.0,945.0,-22.4
202501,유럽,독일,60~69세,379.0,437.0,-13.3
202501,유럽,독일,70~79세,93.0,99.0,-6.1
202501,유럽,독일,80세 이상,17.0,15.0,13.3
202501,유럽,독일,승무원,749.0,921.0,-18.7
202501,유럽,독일,전체,6053.0,6484.0,-6.6
202501,유럽,프랑스,0~9세 ,94.0,131.0,-28.2
202501,유럽,프랑스,10~19세,208.0,295.0,-29.5
202501,유럽,프랑스,20~29세,2426.0,1996.0,21.5
202501,유럽,프랑스,30~39세,1229.0,1172.0,4.9
202501,유럽,프랑스,40~49세,788.0,872.0,-9.6
202501,유럽,프랑스,50~59세,674.0,726.0,-7.2
202501,유럽,프랑스,60~69세,272.0,287.0,-5.2
202501,유럽,프랑스,70~79세,67.0,51.0,31.4
202501,유럽,프랑스,80세 이상,9.0,5.0,80.0
202501,유럽,프랑스,승무원,952.0,845.0,12.7
202501,유럽,프랑스,전체,6719.0,6380.0,5.3
202501,유럽,이탈리아,0~9세 ,57.0,30.0,90.0
202501,유럽,이탈리아,10~19세,66.0,114.0,-42.1
202501,유럽,이탈리아,20~29세,547.0,438.0,24.9
202501,유럽,이탈리아,30~39세,630.0,589.0,7.0
202501,유럽,이탈리아,40~49세,426.0,434.0,-1.8
202501,유럽,이탈리아,50~59세,345.0,459.0,-24.8
202501,유럽,이탈리아,60~69세,154.0,190.0,-18.9
202501,유럽,이탈리아,70~79세,34.0,34.0,0.0
202501,유럽,이탈리아,80세 이상,1.0,3.0,-66.7
202501,유럽,이탈리아,승무원,696.0,282.0,146.8
202501,유럽,이탈리아,전체,2956.0,2573.0,14.9
202501,유럽,네덜란드,0~9세 ,30.0,37.0,-18.9
202501,유럽,네덜란드,10~19세,67.0,94.0,-28.7
202501,유럽,네덜란드,20~29세,551.0,486.0,13.4
202501,유럽,네덜란드,30~39세,367.0,329.0,11.6
202501,유럽,네덜란드,40~49세,270.0,290.0,-6.9
202501,유럽,네덜란드,50~59세,243.0,314.0,-22.6
202501,유럽,네덜란드,60~69세,116.0,151.0,-23.2
202501,유럽,네덜란드,70~79세,23.0,24.0,-4.2
202501,유럽,네덜란드,80세 이상,6.0,5.0,20.0
202501,유럽,네덜란드,승무원,983.0,726.0,35.4
202501,유럽,네덜란드,전체,2656.0,2456.0,8.1
202501,유럽,우크라이나,0~9세 ,3.0,3.0,0.0
202501,유럽,우크라이나,10~19세,31.0,70.0,-55.7
202501,유럽,우크라이나,20~29세,164.0,165.0,-0.6
202501,유럽,우크라이나,30~39세,183.0,142.0,28.9
202501,유럽,우크라이나,40~49세,101.0,96.0,5.2
202501,유럽,우크라이나,50~59세,67.0,54.0,24.1
202501,유럽,우크라이나,60~69세,27.0,30.0,-10.0
202501,유럽,우크라이나,70~79세,5.0,7.0,-28.6
202501,유럽,우크라이나,80세 이상,1.0,0.0,0.0
202501,유럽,우크라이나,승무원,946.0,1021.0,-7.3
202501,유럽,우크라이나,전체,1528.0,1588.0,-3.8
202501,유럽,스페인,0~9세 ,45.0,37.0,21.6
202501,유럽,스페인,10~19세,68.0,82.0,-17.1
202501,유럽,스페인,20~29세,554.0,430.0,28.8
202501,유럽,스페인,30~39세,437.0,402.0,8.7
202501,유럽,스페인,40~49세,283.0,295.0,-4.1
202501,유럽,스페인,50~59세,187.0,202.0,-7.4
202501,유럽,스페인,60~69세,72.0,88.0,-18.2
202501,유럽,스페인,70~79세,14.0,19.0,-26.3
202501,유럽,스페인,80세 이상,2.0,0.0,0.0
202501,유럽,스페인,승무원,151.0,135.0,11.9
202501,유럽,스페인,전체,1813.0,1690.0,7.3
202501,유럽,루마니아,0~9세 ,3.0,2.0,50.0
202501,유럽,루마니아,10~19세,13.0,44.0,-70.5
